Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
MEMORIAL HOSPITAL,390101,PA,READM-30-HIP-KNEE-HRRP,Not Available,,1.0262,5.2261,5.0925,Too Few to Report,07/01/2013,06/30/2016
MEMORIAL HOSPITAL,390101,PA,READM-30-PN-HRRP,243,,1.1092,16.9262,15.2595,47,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-AMI-HRRP,57,,1.0465,17.6163,16.8340,13,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-COPD-HRRP,206,,0.9821,21.5380,21.9303,43,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-HF-HRRP,433,,0.8992,19.5037,21.6906,78,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-HIP-KNEE-HRRP,324,,0.9610,4.2436,4.4159,13,07/01/2013,06/30/2016
UPMC ST MARGARET,390102,PA,READM-30-PN-HRRP,343,,0.9506,16.2978,17.1447,53,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-COPD-HRRP,Not Available,,0.9576,16.9382,17.6877,Too Few to Report,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-HF-HRRP,90,,0.9318,17.9461,19.2600,12,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
KANE COMMUNITY HOSPITAL,390104,PA,READM-30-PN-HRRP,114,,0.9872,16.4270,16.6402,18,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-AMI-HRRP,238,,0.9694,15.5535,16.0447,35,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-CABG-HRRP,Not Available,,0.9438,13.0744,13.8529,Too Few to Report,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-COPD-HRRP,256,,1.0081,19.6923,19.5332,51,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-HF-HRRP,551,,0.9540,20.1187,21.0884,108,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9268,4.0352,4.3540,Too Few to Report,07/01/2013,06/30/2016
UPMC PASSAVANT,390107,PA,READM-30-PN-HRRP,526,,1.1054,18.6684,16.8888,104,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-AMI-HRRP,275,,1.0770,17.8521,16.5765,54,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-CABG-HRRP,Not Available,,0.8781,12.2340,13.9330,Too Few to Report,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-COPD-HRRP,237,,1.0592,21.4034,20.2072,55,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-HF-HRRP,583,,1.1084,24.1085,21.7498,147,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-HIP-KNEE-HRRP,250,,1.1131,5.1856,4.6587,15,07/01/2013,06/30/2016
CONEMAUGH MEMORIAL MEDICAL CENTER,390110,PA,READM-30-PN-HRRP,488,,1.0610,18.7600,17.6819,95,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-AMI-HRRP,144,,0.9582,15.7930,16.4821,20,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-CABG-HRRP,144,,0.8738,12.4141,14.2073,14,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-COPD-HRRP,124,,0.9551,20.5418,21.5065,22,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-HF-HRRP,583,,1.0370,24.1360,23.2760,143,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-HIP-KNEE-HRRP,0,7,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
HOSPITAL OF UNIV OF PENNSYLVANIA,390111,PA,READM-30-PN-HRRP,317,,0.9433,19.3928,20.5579,58,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-COPD-HRRP,Not Available,,1.0026,20.0370,19.9859,Too Few to Report,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-HF-HRRP,Not Available,,0.9956,18.6094,18.6917,Too Few to Report,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WINDBER HOSPITAL,390112,PA,READM-30-PN-HRRP,Not Available,,0.9685,15.0511,15.5399,Too Few to Report,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-AMI-HRRP,82,,0.9933,13.9300,14.0237,11,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-COPD-HRRP,261,,1.0273,17.2824,16.8235,47,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-HF-HRRP,230,,1.2051,23.2924,19.3283,65,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-HIP-KNEE-HRRP,565,,0.8111,3.8765,4.7791,18,07/01/2013,06/30/2016
MEADVILLE MEDICAL CENTER,390113,PA,READM-30-PN-HRRP,377,,1.0188,15.9026,15.6098,61,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-COPD-HRRP,Not Available,,0.9892,20.5294,20.7539,Too Few to Report,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-HF-HRRP,51,,1.0688,23.3154,21.8144,16,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-HIP-KNEE-HRRP,537,,1.0141,4.2344,4.1754,23,07/01/2013,06/30/2016
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,390114,PA,READM-30-PN-HRRP,74,,1.0101,18.1375,17.9570,14,07/01/2013,06/30/2016
ARIA HEALTH,390115,PA,READM-30-AMI-HRRP,335,,1.0883,19.4836,17.9020,71,07/01/2013,06/30/2016
ARIA HEALTH,390115,PA,READM-30-CABG-HRRP,70,,1.1810,14.6718,12.4236,15,07/01/2013,06/30/2016
ARIA HEALTH,390115,PA,READM-30-COPD-HRRP,563,,1.0545,20.7923,19.7179,121,07/01/2013,06/30/2016
ARIA HEALTH,390115,PA,READM-30-HF-HRRP,746,,1.0914,24.1953,22.1696,186,07/01/2013,06/30/2016
ARIA HEALTH,390115,PA,READM-30-PN-HRRP,817,,1.0090,18.7843,18.6167,154,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-COPD-HRRP,92,,1.0241,20.8832,20.3921,21,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-HF-HRRP,123,,1.0566,21.6513,20.4909,30,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9201,4.7282,5.1388,Too Few to Report,07/01/2013,06/30/2016
SUBURBAN COMMUNITY HOSPITAL,390116,PA,READM-30-PN-HRRP,186,,0.9494,18.8844,19.8914,32,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-COPD-HRRP,88,,1.0556,19.4307,18.4065,21,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-HF-HRRP,76,,0.9651,19.9266,20.6481,13,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
UPMC BEDFORD MEMORIAL,390117,PA,READM-30-PN-HRRP,156,,0.9352,14.5655,15.5743,19,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-COPD-HRRP,191,,0.9755,17.6757,18.1192,32,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-HF-HRRP,120,,0.9275,18.7483,20.2135,18,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9437,5.2131,5.5240,Too Few to Report,07/01/2013,06/30/2016
BRADFORD REGIONAL MEDICAL CENTER,390118,PA,READM-30-PN-HRRP,225,,0.8830,14.1784,16.0563,25,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-AMI-HRRP,Not Available,,1.0083,18.1755,18.0262,Too Few to Report,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-COPD-HRRP,206,,0.9898,17.8317,18.0163,36,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-HF-HRRP,268,,0.9941,20.2831,20.4039,54,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-HIP-KNEE-HRRP,264,,1.2224,5.3881,4.4079,18,07/01/2013,06/30/2016
MOSES TAYLOR HOSPITAL,390119,PA,READM-30-PN-HRRP,437,,1.0693,17.6565,16.5115,81,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-AMI-HRRP,Not Available,,1.0032,17.5829,17.5272,Too Few to Report,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-COPD-HRRP,364,,1.1954,23.7864,19.8990,100,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-HF-HRRP,339,,1.1267,23.4774,20.8379,87,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9313,4.6716,5.0165,Too Few to Report,07/01/2013,06/30/2016
POTTSTOWN MEMORIAL MEDICAL CENTER,390123,PA,READM-30-PN-HRRP,545,,1.1222,18.5969,16.5720,108,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-AMI-HRRP,Not Available,,0.9956,17.3504,17.4266,Too Few to Report,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-COPD-HRRP,240,,1.1423,20.9632,18.3517,60,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-HF-HRRP,233,,1.0393,20.4624,19.6885,50,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9687,4.7820,4.9366,Too Few to Report,07/01/2013,06/30/2016
WAYNE MEMORIAL HOSPITAL,390125,PA,READM-30-PN-HRRP,335,,1.0942,16.9903,15.5269,62,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-AMI-HRRP,238,,0.9195,14.4453,15.7092,29,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-CABG-HRRP,Not Available,,0.9897,14.8330,14.9870,Too Few to Report,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-COPD-HRRP,185,,1.0007,18.8921,18.8791,35,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-HF-HRRP,349,,0.9378,19.7371,21.0468,65,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-HIP-KNEE-HRRP,169,,1.2493,6.3774,5.1047,15,07/01/2013,06/30/2016
PHOENIXVILLE HOSPITAL,390127,PA,READM-30-PN-HRRP,420,,1.0201,17.8213,17.4704,76,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-COPD-HRRP,Not Available,,0.9693,16.1545,16.6665,Too Few to Report,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-HF-HRRP,51,,1.0225,20.8738,20.4136,12,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CONEMAUGH MINERS MEDICAL CENTER,390130,PA,READM-30-PN-HRRP,61,,1.0005,17.9842,17.9750,11,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-AMI-HRRP,1085,,1.0358,16.1040,15.5478,177,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-CABG-HRRP,340,,1.0254,14.1983,13.8470,49,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-COPD-HRRP,784,,0.9694,20.0636,20.6978,155,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-HF-HRRP,1737,,1.1378,24.5193,21.5489,434,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-HIP-KNEE-HRRP,1567,,0.9943,4.7292,4.7563,74,07/01/2013,06/30/2016
LEHIGH VALLEY HOSPITAL,390133,PA,READM-30-PN-HRRP,1148,,0.9424,15.7985,16.7638,178,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-AMI-HRRP,460,,1.0006,16.2959,16.2862,75,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-CABG-HRRP,137,,1.0358,12.4155,11.9861,18,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-COPD-HRRP,915,,1.1253,22.3139,19.8289,213,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-HF-HRRP,947,,0.9329,19.6615,21.0767,182,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-HIP-KNEE-HRRP,488,,0.9826,4.3703,4.4476,21,07/01/2013,06/30/2016
WILKES-BARRE GENERAL HOSPITAL,390137,PA,READM-30-PN-HRRP,903,,0.9592,15.9861,16.6655,142,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-AMI-HRRP,56,,1.0785,19.5646,18.1408,16,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-COPD-HRRP,163,,0.9983,20.3228,20.3577,33,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-HF-HRRP,211,,1.0476,22.3408,21.3264,50,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WAYNESBORO HOSPITAL,390138,PA,READM-30-PN-HRRP,361,,1.0384,16.8600,16.2359,63,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-AMI-HRRP,217,,0.8796,14.3938,16.3631,23,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-COPD-HRRP,378,,0.9136,19.2281,21.0464,66,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-HF-HRRP,588,,1.0203,21.8990,21.4636,130,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-HIP-KNEE-HRRP,1304,,0.9256,3.7142,4.0126,47,07/01/2013,06/30/2016
MAIN LINE HOSPITAL BRYN MAWR CAMPUS,390139,PA,READM-30-PN-HRRP,698,,0.8939,15.2394,17.0485,100,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-AMI-HRRP,208,,1.0983,19.5669,17.8148,47,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-CABG-HRRP,Not Available,,1.0823,15.6140,14.4267,Too Few to Report,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-COPD-HRRP,248,,1.0131,19.3741,19.1231,49,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-HF-HRRP,476,,0.9980,21.6642,21.7073,103,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-HIP-KNEE-HRRP,Not Available,,1.2889,5.5011,4.2682,Too Few to Report,07/01/2013,06/30/2016
ALBERT EINSTEIN MEDICAL CENTER,390142,PA,READM-30-PN-HRRP,304,,1.0455,18.2258,17.4327,58,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-AMI-HRRP,226,,1.0826,17.1730,15.8623,44,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-CABG-HRRP,Not Available,,1.0231,12.4248,12.1440,Too Few to Report,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-COPD-HRRP,249,,1.0168,19.1934,18.8760,49,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-HF-HRRP,419,,0.9475,19.6273,20.7146,79,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9314,3.9869,4.2806,Too Few to Report,07/01/2013,06/30/2016
EXCELA HEALTH WESTMORELAND HOSPITAL,390145,PA,READM-30-PN-HRRP,446,,1.0572,17.2270,16.2955,80,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-AMI-HRRP,Not Available,,0.9954,18.3064,18.3912,Too Few to Report,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-COPD-HRRP,120,,0.9539,16.9233,17.7418,17,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-HF-HRRP,182,,0.9301,19.4248,20.8843,31,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-HIP-KNEE-HRRP,Not Available,,0.9185,4.0140,4.3703,Too Few to Report,07/01/2013,06/30/2016
WARREN GENERAL HOSPITAL,390146,PA,READM-30-PN-HRRP,223,,0.9157,14.3098,15.6267,27,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-AMI-HRRP,110,,1.0107,17.5362,17.3504,20,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-COPD-HRRP,213,,1.0205,19.4989,19.1071,43,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-HF-HRRP,260,,1.0149,21.1913,20.8802,56,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-HIP-KNEE-HRRP,Not Available,,1.2354,5.8451,4.7313,Too Few to Report,07/01/2013,06/30/2016
MONONGAHELA VALLEY HOSPITAL,390147,PA,READM-30-PN-HRRP,204,,1.0836,17.3692,16.0286,40,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-COPD-HRRP,57,,1.0278,19.3317,18.8088,13,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-HF-HRRP,110,,0.9859,20.7841,21.0806,22,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
WASHINGTON HEALTH SYSTEM GREENE,390150,PA,READM-30-PN-HRRP,Not Available,,0.9634,16.1668,16.7810,Too Few to Report,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-AMI-HRRP,504,,1.0717,18.3335,17.1074,97,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-COPD-HRRP,371,,0.9675,19.2461,19.8920,69,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-HF-HRRP,821,,0.9826,21.8124,22.1976,178,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-HIP-KNEE-HRRP,564,,1.0543,4.7892,4.5426,28,07/01/2013,06/30/2016
CHAMBERSBURG HOSPITAL,390151,PA,READM-30-PN-HRRP,931,,0.9938,17.0090,17.1145,158,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-AMI-HRRP,191,,1.0221,16.5308,16.1730,33,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-CABG-HRRP,Not Available,,0.9286,10.6632,11.4829,Too Few to Report,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-COPD-HRRP,321,,0.9384,19.2185,20.4802,57,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-HF-HRRP,591,,0.9184,20.3399,22.1475,115,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-HIP-KNEE-HRRP,482,,0.9140,4.2919,4.6955,19,07/01/2013,06/30/2016
MAIN LINE HOSPITAL PAOLI,390153,PA,READM-30-PN-HRRP,601,,0.8597,14.5624,16.9382,79,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-AMI-HRRP,78,,1.0140,16.7822,16.5505,14,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-COPD-HRRP,353,,1.1656,24.1777,20.7434,97,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-HF-HRRP,373,,1.1112,24.7478,22.2703,99,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
MERCY FITZGERALD HOSPITAL,390156,PA,READM-30-PN-HRRP,285,,1.0460,19.4129,18.5594,58,07/01/2013,06/30/2016
OHIO VALLEY GENERAL HOSPITAL,390157,PA,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
OHIO VALLEY GENERAL HOSPITAL,390157,PA,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,07/01/2013,06/30/2016
OHIO VALLEY GENERAL HOSPITAL,390157,PA,READM-30-COPD-HRRP,89,,0.9797,17.3724,17.7333,14,07/01/2013,06/30/2016
OHIO VALLEY GENERAL HOSPITAL,390157,PA,READM-30-HF-HRRP,76,,1.0604,20.3881,19.2261,19,07/01/2013,06/30/2016
